,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
0,2012-04-09,105-08,37.5533,130.3117,10.7199,10.7199,10.6621,10.2915,10.2915,9.9772,8.830234428819843,8.830234428819843,8.830234428819843,5.518696579053827,1.7023,1.3155,0.8905,0.6756,0.4914183933809336
1,2009-04-09,105-08,37.5533,130.3117,12.4334,12.4334,11.5966,10.8139,10.8133,9.9737,8.26295405596959,6.0911,3.2613,3.2613,1.7447,1.436,0.8346,0.6752,0.5193511260550311
2,2000-04-14,105-08,37.5533,130.3117,13.1204,11.8539,11.6257,11.2126,10.7404,10.0391,6.958361004239789,3.5851,1.8084,1.581203890179207,1.2324,1.1173,0.8095,0.63,0.4705095632565791
3,2009-04-09,105-08,37.5533,130.3117,10.3673,10.3673,10.3673,10.3673,10.3673,10.3673,8.74851665589132,6.0488,3.0577,2.088162678099415,1.0229,1.1344,0.8551,0.64,0.4408688817761253
4,2008-04-08,105-08,37.5533,130.3117,13.1653,11.8401,11.1865,11.1865,11.1865,11.1865,11.1865,11.1865,11.0799,8.11029916379305,4.1685,3.1575,1.146,0.8328,0.6657000000000001
5,1994-04-19,105-08,37.5533,130.3117,12.7899,12.7899,12.3585,11.6319,11.1325,9.9816,6.569251482527516,6.569251482527516,6.569251482527516,1.4216074370309473,0.86,0.7445,0.6945,0.6115,0.4198
6,2005-04-21,105-08,37.5533,130.3117,11.7768,11.7768,11.7768,11.5467,11.5467,10.5165,8.231790003725196,8.231790003725196,7.8515,2.158651958145616,0.86,0.8083,0.7118,0.5805,0.4431071551412769
7,2003-04-24,105-08,37.5533,130.3117,10.6612,10.6612,10.575,9.8998,7.1686,7.1686,5.794987867540032,4.0656,1.9093,1.2310917401450594,1.1208,1.0872,0.6694,0.5063,0.45079140636892967
8,1993-04-16,105-08,37.5533,130.3117,13.6223,12.6361,12.1125,11.8123,11.5941,11.2034,10.205277122472733,8.4372,5.6793,5.6793,2.2736,1.6419,0.9306,0.7091,0.6185357786540677
9,1993-04-16,105-08,37.5533,130.3117,14.1197,14.1197,13.65,13.53,13.0,11.94,11.27,10.7302,10.7302,8.389148348248835,4.0198,1.8076,0.9873,0.6255,0.644484452027397
10,2010-04-05,105-08,37.5533,130.3117,10.9458,10.9458,10.9458,10.9458,10.9458,10.7653,10.173289423787134,8.2613,6.8102,3.3702455182170628,1.7823,1.1969,0.7905,0.5933,0.5182406603221237
11,1997-04-15,105-08,37.5533,130.3117,10.2678,10.2678,10.2678,10.2678,10.2678,10.2678,7.311618852455201,5.2836,3.0262,3.0262,1.4031,1.3261,0.8413,0.6507,0.44453901279444197
12,2009-04-09,105-08,37.5533,130.3117,10.3268,10.3268,10.0909,9.918,9.918,9.918,9.918,9.918,9.918,9.741417126529141,6.74,2.9287,1.0953,0.7205,0.6657000000000001
13,2011-04-11,105-08,37.5533,130.3117,11.7748,11.4542,10.8319,10.7492,10.7492,9.9689,8.678450078326447,5.5739,2.5367,2.5367,1.9669,1.7982,0.9755,0.7412,0.5362873723805267
14,2006-04-25,105-08,37.5533,130.3117,10.4745,10.4745,10.4745,10.4745,10.4745,10.4064,7.508160375654742,7.508160375654742,7.508160375654742,2.3339425060405175,0.86,1.0337,0.7572,0.6225,0.4198
15,1997-04-15,105-08,37.5533,130.3117,14.122,14.122,13.65,13.53,13.0,11.94,11.140906222047462,10.7278,10.7278,2.336399770353633,0.86,0.9233,0.6941,0.5031,0.5001933228447322
16,1996-04-07,105-08,37.5533,130.3117,9.9929,9.9929,9.9929,9.9929,9.9929,9.9929,9.978782221338319,9.978782221338319,9.978782221338319,5.829952860314119,1.4232,1.6223,0.9034,0.5921,0.44438961263567545
