,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
0,2002-12-21,105-10,37.5533,130.9317,15.9731,15.3904,15.287918665862373,15.2036,15.2036,14.5964,14.4923,9.9584,6.307,2.7055,1.3705,1.1033,0.7912,0.6457,0.661655467166423
1,2012-12-14,105-10,37.5533,130.9317,14.8245,14.0564,14.01039892608619,13.9347,13.9347,13.9347,13.9347,13.8237,9.8735,3.8928,1.6958,1.2993,0.8616,0.6945,0.7229458844157689
2,2004-12-11,105-10,37.5533,130.9317,16.3146,16.3146,16.3146,16.3146,14.9865,14.9865,14.9865,11.9586,7.589,2.3755,1.3667,1.0705,0.7389,0.5742,0.7009437655451213
3,2001-12-19,105-10,37.5533,130.9317,14.2196,14.2196,14.2196,14.2196,14.2196,14.2196,14.2196,10.1737,5.7254,2.6322,1.5557,1.1913,0.9979,0.7515,0.7014945099410841
4,2001-12-19,105-10,37.5533,130.9317,13.844,13.77,13.590007430656804,13.55,11.7566,11.13,11.13,8.7694,4.9073,2.9229,1.5345,1.348,0.8669,0.6165,0.5581806606201911
5,2000-12-08,105-10,37.5533,130.9317,16.5699,16.26,16.23886966374655,16.2273,14.216,12.1876,9.7785,3.951,2.57,0.5204,0.5204,0.882,0.6255,0.482,0.5383656449175516
6,2012-12-14,105-10,37.5533,130.9317,13.8301,13.8301,13.8301,13.8301,13.8301,13.8301,13.8301,13.8301,11.03,6.7155,3.6787,1.8795,1.0354,0.7927,0.7776000000000001
7,1995-12-10,105-10,37.5533,130.9317,16.5513,14.1756,14.086091308044578,14.0605,13.2606,13.2606,13.2606,9.0951,7.4661,2.2011,1.2524,1.0599,0.6717,0.5136,0.635382245619406
8,2012-12-14,105-10,37.5533,130.9317,15.7082,14.1491,14.1491,14.0762,13.7659,13.7659,13.7659,13.7659,10.9885,5.054,3.3025,1.8795,1.0354,0.7927,0.7741810368382719
9,2012-12-14,105-10,37.5533,130.9317,15.2982,14.01,13.937959023242843,13.8576,12.6102,12.6102,8.8911,8.8911,7.2357,3.6811,1.8337,1.395,1.0197,0.7927,0.7551655629293089
10,1994-12-22,105-10,37.5533,130.9317,13.8924,13.8924,13.8924,13.8924,13.8924,13.8924,13.8924,13.8924,7.9237,3.697,1.7398,1.3362,0.9288,0.6992,0.6623481178677714
11,2011-12-14,105-10,37.5533,130.9317,13.8529,13.8131,13.665968203849449,13.6091,13.6091,13.6091,13.6091,11.7642,7.648,2.9647,1.4179,1.2163,0.8126,0.5867,0.5628606006258561
12,1996-12-12,105-10,37.5533,130.9317,15.9842,15.9842,15.9842,15.9137,14.4104,12.3435,8.2821,3.35,2.57,0.03,0.03,0.3324,0.4449,0.3658,0.5314
13,2007-12-11,105-10,37.5533,130.9317,14.0398,14.0398,14.0398,14.0398,14.0398,14.0398,14.0398,14.0398,9.6321,2.1883,1.2927,0.968,0.7419,0.6299,0.7776000000000001
14,1998-12-16,105-10,37.5533,130.9317,16.1527,15.8554,15.843091189928947,15.8034,15.6191,15.16,15.16,13.8548,10.7477,1.9278,1.176,0.9817,0.6837,0.5525,0.6964542189475016
15,2001-12-19,105-10,37.5533,130.9317,13.8842,13.7792,13.61283145371324,13.5646,12.1038,11.1804,8.1404,5.7004,2.57,2.2306,1.2481,1.056,0.8254,0.6758,0.6191940479305805
16,2007-12-11,105-10,37.5533,130.9317,15.0129,15.0129,15.0129,15.0129,14.8897,14.0616,10.9836,7.4906,4.5788,2.8322,1.4836,1.173,0.8626,0.6792,0.6586587847151899
17,2001-12-19,105-10,37.5533,130.9317,13.8942,13.8942,13.8942,13.8942,13.8942,13.8942,13.8942,11.7468,7.6522,2.1674,1.2133,0.9594,0.7806,0.6605,0.7509733543509924
18,2001-12-19,105-10,37.5533,130.9317,13.9484,13.8388,13.721130411075526,13.6515,12.4303,12.4303,12.4303,12.4303,8.1218,1.5281,1.078,0.9308,0.6682,0.5292,0.6812063363873746
19,1998-12-16,105-10,37.5533,130.9317,13.8441,13.8441,13.8441,13.8441,13.8441,13.8441,13.8441,13.8441,9.4992,0.3977,0.03,0.1967,0.3127,0.3069,0.6841590176751008
20,2012-12-14,105-10,37.5533,130.9317,15.663,15.1905,15.13555239869097,15.0793,14.2999,13.7344,11.3352,9.4392,8.7731,2.1556,1.1574,0.9695,0.636,0.5117,0.675026013125312
21,2000-12-08,105-10,37.5533,130.9317,16.5694,16.5694,16.5694,16.5694,15.145,15.145,15.145,10.0088,4.5408,2.3182,1.6832,1.2972,1.0354,0.7927,0.6822313602725051
22,2004-12-11,105-10,37.5533,130.9317,16.3678,16.3678,16.3678,16.3678,15.1767,14.6429,10.3764,6.9684,3.5088,3.036,1.4682,1.2286,0.9866,0.7908,0.6318181126974085
23,1998-12-16,105-10,37.5533,130.9317,15.0499,13.8173,13.676934355876739,13.6255,13.6255,13.6255,13.6255,7.1605,5.9309,0.03,0.03,0.0307,0.1311,0.03,0.5454461994927515
24,2004-12-11,105-10,37.5533,130.9317,16.5691,16.5691,16.5691,16.5691,15.2137,14.8965,14.1422,9.6692,5.8933,3.315,2.0271,1.4593,1.0354,0.7815,0.6959363617958358
25,1994-12-22,105-10,37.5533,130.9317,15.3416,15.3416,15.3416,15.3416,15.3416,14.5564,14.5564,6.0226,2.7628,2.2119,1.3766,1.2176,0.8877,0.6054,0.5314
26,2002-12-21,105-10,37.5533,130.9317,16.1592,13.7749,13.601315175662762,13.5596,12.4355,11.13,8.0506,3.35,2.57,1.4341,0.7214,0.7923,0.5813,0.5124,0.5492821426950042
27,2001-12-19,105-10,37.5533,130.9317,13.8781,13.8781,13.813695639167799,13.721,13.7046,12.8372,12.8372,10.3798,6.2971,1.7734,1.1323,0.9794,0.7338,0.577,0.6230484258935434
28,2004-12-11,105-10,37.5533,130.9317,14.1825,14.1825,14.1825,14.1825,14.1825,13.6483,11.6136,8.1809,5.0931,1.7199,0.9842,0.8023,0.5898,0.5034,0.6509830905775351
29,2001-12-19,105-10,37.5533,130.9317,13.8211,13.7864,13.62804442087083,13.574,13.3621,13.3621,13.3621,12.4096,6.2342,2.8161,1.4859,1.2753,0.8527,0.5952,0.5795655205642766
30,2011-12-14,105-10,37.5533,130.9317,15.6818,15.6818,15.66314889370779,15.5702,15.376,14.6013,12.1984,9.6503,6.0158,2.8095,1.4902,1.2009,0.946,0.7697,0.6872253885029498
31,1998-12-16,105-10,37.5533,130.9317,16.277,15.8859,15.746928476476528,15.746928476476528,15.746928476476528,15.746928476476528,15.746928476476528,15.53,11.03,2.8025,1.4481,1.0937,0.7326,0.6041,0.7776000000000001
32,2011-12-14,105-10,37.5533,130.9317,13.8247,13.8247,13.8247,13.8247,13.8247,13.8247,13.8247,13.8247,11.03,3.1577,1.5473,1.2115,0.8786,0.6885,0.7727463072697993
33,1998-12-16,105-10,37.5533,130.9317,16.1507,13.9485,13.909383882381418,13.873,13.8042,13.8042,13.8042,13.8042,11.03,3.0687,1.6139,1.2684,0.807,0.6491,0.7776000000000001
34,1998-12-16,105-10,37.5533,130.9317,13.8202,13.7934,13.641007256148553,13.5858,13.5858,13.5858,13.5858,13.5858,11.03,1.3405,0.7207,0.6578,0.2911,0.1481,0.6490778812693454
35,2001-12-19,105-10,37.5533,130.9317,13.82,13.7771,13.607099689934833,13.5598,13.5598,13.5598,13.5598,13.5598,8.5546,2.2348,1.1136,0.916,0.6432,0.526,0.6743118949112072
36,2000-12-08,105-10,37.5533,130.9317,16.567,14.0457,14.023625642093048,13.9891,11.9953,11.13,8.1272,4.1726,4.1726,0.03,0.03,0.4179,0.2372,0.1907,0.5620941882477736
37,2011-12-14,105-10,37.5533,130.9317,16.5631,14.9445,14.9445,14.9417,14.9417,14.6427,14.6427,10.2465,7.3418,2.6188,1.5009,1.2481,0.8816,0.6893,0.6521166785786728
38,2004-12-11,105-10,37.5533,130.9317,16.5486,16.5478,16.487573571534398,16.4679,16.0791,14.2304,10.0635,3.35,2.57,0.9462,0.8987,0.7772,0.6153,0.5026,0.5407635517185643
39,2002-12-21,105-10,37.5533,130.9317,14.146,14.146,14.146,14.146,14.146,14.146,14.146,7.1867,3.7489,0.2018,0.03,0.4319,0.4872,0.4394,0.5406366424520059
40,1998-12-16,105-10,37.5533,130.9317,13.9862,13.9862,13.9862,13.9862,13.9862,13.9862,13.9862,13.5873,10.6837,1.7298,1.0739,0.8243,0.522,0.4414,0.719387599143354
41,2011-12-14,105-10,37.5533,130.9317,14.2259,14.2259,14.2259,14.2259,14.2259,14.2259,14.2259,12.0317,6.756,2.9573,1.6451,1.3123,1.0354,0.7905,0.7032125595636899
42,1996-12-12,105-10,37.5533,130.9317,16.5454,16.5454,16.5454,16.5454,16.5454,14.3488,8.8484,3.35,2.57,0.9124,0.9124,0.8887,0.7458,0.5998,0.585817894520795
43,2002-12-21,105-10,37.5533,130.9317,16.5347,14.2281,14.149878754099351,14.0893,13.0632,12.4311,8.3901,3.7351,2.5953,1.2132,0.5676,0.7396,0.4971,0.4396,0.5381354751380121
44,2007-12-11,105-10,37.5533,130.9317,16.5635,16.4546,16.413646358762904,16.4076,16.4076,16.4076,16.0545,14.609,9.5596,3.6264,2.6128,1.5368,1.0354,0.7927,0.774849166796677
45,2000-12-08,105-10,37.5533,130.9317,16.2345,16.2345,16.2345,16.2126,13.9729,12.9013,8.9417,3.35,2.57,0.876,0.876,0.8989,0.7406,0.576,0.547535405063147
46,2001-12-19,105-10,37.5533,130.9317,13.8349,13.8349,13.8349,13.8349,13.8349,13.8349,13.8349,12.19,9.2323,2.4163,1.3328,1.0702,0.7908,0.6335,0.7443724947766814
47,1996-12-12,105-10,37.5533,130.9317,14.0426,14.0426,14.0426,14.0426,14.0426,14.0426,14.0426,11.0087,7.6289,3.1971,1.4997,1.1568,0.8121,0.6476,0.6593249766286097
48,1995-12-10,105-10,37.5533,130.9317,14.7039,14.7039,14.6872106741181,14.5898,14.5898,13.0466,10.3973,3.35,3.35,1.4908,0.9236,0.8665,0.5675,0.397,0.5314
49,2001-12-19,105-10,37.5533,130.9317,13.8288,13.8288,13.8288,13.8288,13.7522,13.7522,13.7522,13.7522,8.7517,3.2259,1.5827,1.2119,0.9327,0.7668,0.7776000000000001
50,2001-12-19,105-10,37.5533,130.9317,13.8403,13.794,13.644208570304091,13.5871,12.4164,12.3235,10.1913,10.1913,6.7791,2.8427,1.3248,1.1069,0.8072,0.6653,0.6916711678322068
51,1998-12-16,105-10,37.5533,130.9317,15.7031,15.197,15.126920525042095,15.053,14.5583,14.5583,14.5583,14.5583,11.03,2.5771,1.4167,1.0765,0.7474,0.6259,0.7776000000000001
52,1998-12-16,105-10,37.5533,130.9317,14.2819,14.2819,14.2819,14.2819,14.2819,14.2819,14.2819,13.7396,9.8286,2.2961,1.2823,1.019,0.7246,0.5662,0.6818411430116643
53,1998-12-16,105-10,37.5533,130.9317,14.0231,14.0231,14.0231,14.0231,14.0231,14.0231,14.0231,12.0472,10.2517,1.54,0.9264,0.7659,0.4059,0.2825,0.6412748428826938
54,2004-12-11,105-10,37.5533,130.9317,15.53,15.53,15.53,15.53,14.9867,14.4169,14.4169,9.4597,4.2209,0.7872,0.5609,0.6239,0.4993,0.434,0.581855814381146
55,1995-12-10,105-10,37.5533,130.9317,14.3823,14.0682,13.947143076923753,13.8601,13.8601,13.7858,9.4615,5.2275,3.7519,0.9742,0.7319,0.6738,0.5488,0.4796,0.6129127678978576
56,1994-12-22,105-10,37.5533,130.9317,15.1417,15.1417,15.1417,15.1417,15.1417,15.1417,15.1417,11.1294,3.7572,3.0988,2.4329,1.7296,1.0354,0.7927,0.6097841117838378
57,1998-12-16,105-10,37.5533,130.9317,13.9101,13.9101,13.9101,13.9101,13.9101,13.9101,13.9101,13.9101,9.7839,1.3618,1.0061,0.8639,0.6157,0.4827,0.6812772819870352
58,1998-12-16,105-10,37.5533,130.9317,13.9561,13.9561,13.9561,13.8918,13.8918,13.8918,13.8918,9.5375,7.9644,0.2485,0.03,0.0758,0.2063,0.2037,0.5826773360834464
59,2007-12-11,105-10,37.5533,130.9317,15.1459,15.1459,15.1459,15.1459,15.1459,15.1459,14.4458,14.4458,9.0274,5.3009,3.6787,1.8795,1.0354,0.7927,0.7776000000000001
60,1995-12-10,105-10,37.5533,130.9317,16.0808,15.0602,14.98767648283476,14.9,12.8263,11.13,8.0553,3.35,2.57,0.03,0.03,0.5928,0.4817,0.3722,0.5314
61,2001-12-19,105-10,37.5533,130.9317,13.8357,13.8357,13.8357,13.8357,12.5283,12.5283,12.5283,12.5283,9.0409,1.3824,0.6945,0.6984,0.5597,0.4968,0.7433709500407732
62,2002-12-21,105-10,37.5533,130.9317,16.0369,15.4098,15.324432814017293,15.168,13.5026,13.2565,11.0944,6.7149,2.57,2.57,1.7542,1.3798,1.0354,0.7927,0.609102430643686
63,2011-12-14,105-10,37.5533,130.9317,15.8183,13.8252,13.705888152552234,13.6487,11.7,11.13,8.0566,3.35,3.164,0.8214,0.3658,0.8124,0.651,0.5323,0.5553276223702561
64,1994-12-22,105-10,37.5533,130.9317,15.4432,14.7606,14.757767124800566,14.614,13.4205,13.1339,13.1339,7.0006,3.0286,1.2625,1.0786,0.9563,0.7083,0.5275,0.553121543309206
65,1998-12-16,105-10,37.5533,130.9317,14.1447,14.1447,14.1447,14.1447,14.1447,13.5398,13.5398,5.025,3.6538,0.03,0.03,0.03,0.03,0.03,0.5314
66,2007-12-11,105-10,37.5533,130.9317,13.8205,13.8205,13.8205,13.8205,13.8205,13.8205,13.8205,13.8205,9.7654,2.2769,1.2463,0.9528,0.7454,0.6146,0.7776000000000001
67,2012-12-14,105-10,37.5533,130.9317,16.3207,15.9822,15.874230537232195,15.8362,13.928,13.1754,8.435,4.8826,4.8826,1.6188,0.9676,0.8793,0.6109,0.4909,0.6098881748579524
68,1995-12-10,105-10,37.5533,130.9317,14.2011,13.8378,13.699536006467333,13.6404,12.2368,12.2368,8.3423,5.2132,4.9856,0.4662,0.2521,0.5862,0.4577,0.3968,0.6179545131992634
69,2011-12-14,105-10,37.5533,130.9317,16.57,16.3245,16.265416850421353,16.265416850421353,15.9482,14.6969,13.7169,7.3618,7.2325,1.693,1.2233,1.0268,0.6967,0.5411,0.6149231844532886
70,2007-12-11,105-10,37.5533,130.9317,13.9133,13.9133,13.9133,13.9133,13.9133,13.9133,13.9133,12.7415,7.889,1.9179,1.3443,1.057,0.7753,0.5906,0.6823271056931046
71,1998-12-16,105-10,37.5533,130.9317,15.0552,15.0552,15.0552,15.0552,15.0552,13.805,8.7496,3.35,2.624,0.03,0.03,0.03,0.0919,0.1247,0.5616580169375889
72,1995-12-10,105-10,37.5533,130.9317,16.4811,15.9601,15.774509269028657,15.774509269028657,14.0101,13.39,8.0524,3.35,3.35,0.2698,0.03,0.3289,0.2961,0.3083,0.6494786353940449
73,1994-12-22,105-10,37.5533,130.9317,16.4373,13.9611,13.879917695890441,13.8417,13.8417,13.8417,13.8417,11.1085,8.7959,2.6211,1.4299,1.2038,0.7764,0.5837,0.6380312955457367
74,1996-12-12,105-10,37.5533,130.9317,13.9856,13.9856,13.9856,13.9613,13.9613,13.9613,13.9613,9.5884,7.5844,1.8289,1.0386,0.8589,0.5666,0.4612,0.6275570381494485
75,2001-12-19,105-10,37.5533,130.9317,13.8239,13.8239,13.8239,13.8239,13.8239,13.8239,13.8239,13.8239,8.6936,3.3577,1.645,1.2832,0.907,0.674,0.6716957414262442
76,2007-12-11,105-10,37.5533,130.9317,14.6212,14.6212,14.6212,14.6149,14.03,14.03,14.03,12.2613,7.7366,2.6801,1.3758,1.0701,0.7543,0.6146,0.7317278595461849
77,2012-12-14,105-10,37.5533,130.9317,14.4343,14.4343,14.4343,14.4343,14.0607,13.9304,10.0311,10.0311,9.0135,2.3278,1.1594,0.9719,0.744,0.633,0.7394676930994629
78,2012-12-14,105-10,37.5533,130.9317,16.4763,16.209,16.13224924233017,16.0876,13.205,13.205,8.1863,8.0724,5.4812,3.5747,1.7461,1.4451,1.0354,0.7927,0.7120808617373815
79,2011-12-14,105-10,37.5533,130.9317,15.5274,15.5274,15.5274,15.5274,14.4291,14.4291,12.3512,10.7744,6.9415,1.3011,1.0828,0.8774,0.7439,0.6298,0.7343690388107311
80,2000-12-08,105-10,37.5533,130.9317,15.7505,15.7505,15.7505,15.7505,13.0841,13.0841,13.0841,12.2319,6.8984,1.7178,1.2604,1.0373,0.809,0.6626,0.7215357461503422
81,2012-12-14,105-10,37.5533,130.9317,15.0221,15.0221,15.0221,15.0221,15.0221,15.0221,15.0221,11.1698,8.3712,3.4075,1.6924,1.3019,0.9611,0.7392,0.728651392903635
82,2002-12-21,105-10,37.5533,130.9317,13.9711,13.7727,13.59825300208695,13.5563,13.5563,13.5563,13.5563,13.5563,10.187,2.4247,1.2865,1.0844,0.7071,0.5351,0.6603550981275954
83,1998-12-16,105-10,37.5533,130.9317,15.457,15.457,15.457,15.457,14.4695,14.0487,8.4716,8.3415,7.3913,1.7839,1.0742,0.8745,0.6755,0.5791,0.7175439226169039
84,2007-12-11,105-10,37.5533,130.9317,15.3063,15.3063,15.3063,15.3063,13.8592,13.8592,10.3696,10.3696,6.4191,2.8746,1.637,1.2253,0.9803,0.7927,0.7776000000000001
85,2001-12-19,105-10,37.5533,130.9317,14.4248,13.9747,13.900816765872895,13.8093,11.7,11.7,11.7,11.7,7.3034,1.2437,1.0359,0.8904,0.656,0.5341,0.705184458162358
86,2001-12-19,105-10,37.5533,130.9317,13.8807,13.8807,13.8807,13.8807,13.8807,13.8807,13.8807,12.1038,6.5,2.1771,1.3055,1.0305,0.7713,0.5993,0.6682415957498947
87,2001-12-19,105-10,37.5533,130.9317,13.901,13.8067,13.661269351795358,13.6017,11.9058,11.431,8.5227,6.8341,4.7873,0.03,0.03,0.1712,0.3069,0.3337,0.6170143762550682
88,2012-12-14,105-10,37.5533,130.9317,15.5257,14.4141,14.4141,14.3122,11.7411,11.13,8.0501,4.0296,4.0296,1.8599,1.1203,0.9564,0.7232,0.5998,0.6698608442696365
89,2004-12-11,105-10,37.5533,130.9317,14.5853,14.5853,14.5853,14.5853,14.5853,14.5853,14.5853,13.7356,9.027,1.9723,1.1468,0.9056,0.5927,0.4625,0.6543154676953217
90,2012-12-14,105-10,37.5533,130.9317,16.5508,16.3839,16.361089394728477,16.3495,14.6235,14.0575,9.5367,9.5367,9.5367,3.9235,2.2502,1.5195,1.0354,0.7927,0.7776000000000001
91,1998-12-16,105-10,37.5533,130.9317,13.821,13.7752,13.601829646855228,13.5592,13.5592,13.5592,13.5592,13.5592,11.03,2.6723,1.0024,0.8052,0.3428,0.3692,0.7739491426992137
92,2000-12-08,105-10,37.5533,130.9317,16.5119,15.0594,15.0594,15.0303,13.2205,12.594,8.301,8.301,6.1082,1.9712,1.2234,1.0136,0.7498,0.6268,0.6837284294222888
93,2011-12-14,105-10,37.5533,130.9317,15.9203,15.5956,15.546235101345548,15.4609,14.9306,14.7795,14.7795,10.6421,6.9139,1.2839,1.0158,0.8842,0.6579,0.528,0.6339334866474322
94,2004-12-11,105-10,37.5533,130.9317,16.3432,16.1434,16.044074274163798,15.9692,13.3257,13.3257,11.6924,8.0805,4.1978,2.0313,1.1734,0.9873,0.7145,0.572,0.6248157406135939
95,2002-12-21,105-10,37.5533,130.9317,14.7355,13.947,13.856226925194447,13.7809,13.7809,13.7809,13.7809,9.0302,6.3358,1.5625,0.8826,0.8309,0.5698,0.4774,0.6031254834482153
