,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500
0,2002-06-06,105-10,37.5533,130.9317,20.9788,18.8788,16.9239,15.1603,14.7306,11.2139,9.0591,2.2,1.6501,1.5659,1.0784,0.8048,0.7584,0.6046
1,1977-06-19,105-10,37.5533,130.9317,16.5475,14.7178,14.7178,14.7178,13.0097,12.1891,9.1685,9.1685,9.1685,6.2716,5.696,4.4852,0.8029,0.7686
2,1981-06-09,105-10,37.5533,130.9317,16.7185,14.3451,14.3451,13.7224,9.9295,9.0137,9.0137,8.4918,7.4473,5.33,1.6591,1.273,0.8748,0.6743
3,2007-06-13,105-10,37.5533,130.9317,18.456,18.456,16.5476,14.0457,12.3918,11.1098,8.8598,8.8598,2.7158,2.7158,2.6876,1.5113,0.7402,0.5276
4,2002-06-06,105-10,37.5533,130.9317,17.5891,17.5891,17.221,13.0867,13.0867,11.7644,11.7644,7.7628,3.7922,3.7922,1.6376,1.4065,0.8167,0.5685
5,1999-06-05,105-10,37.5533,130.9317,18.3434,17.1859,16.0773,14.9081,14.9081,10.4607,9.4766,9.0221,8.5665,1.25,1.25,1.4283,0.7321,0.5788
6,2002-06-06,105-10,37.5533,130.9317,18.7824,17.8745,16.4484,14.7526,11.4798,11.4798,8.6898,8.5509,4.2291,2.6334,0.982,1.2414,1.0131,0.6847
7,1974-06-16,105-10,37.5533,130.9317,18.1039,17.5307,15.5265,15.5265,12.346,12.2255,9.6219,8.2647,8.2647,3.2859,2.0652,1.3336,0.9112,0.5804
8,1979-06-15,105-10,37.5533,130.9317,15.8928,15.8928,15.3448,15.1707,9.5601,7.4072,7.4072,7.4072,6.6029,6.6029,2.6858,1.3486,0.7703,0.5623
9,2002-06-06,105-10,37.5533,130.9317,18.2282,16.9891,16.9891,15.3935,14.6786,10.983,10.8838,8.8019,2.7482,2.7482,1.1749,0.9654,0.8607,0.49
10,2010-06-20,105-10,37.5533,130.9317,19.5017,18.0873,17.064,15.2522,15.2522,12.7517,10.4892,8.9932,3.9118,1.7944,1.3082,0.9353,0.7629,0.6602
11,2005-06-24,105-10,37.5533,130.9317,18.4651,18.0409,16.4788,14.2727,13.5876,12.0429,10.1772,10.1772,7.6974,4.7161,2.1219,1.2876,0.9201,0.5294
12,2002-06-06,105-10,37.5533,130.9317,19.7172,18.9287,16.957,14.6983,14.3148,11.2488,9.0737,3.0742,2.5895,2.5895,1.4135,1.182,0.5871,0.6391
13,2006-06-17,105-10,37.5533,130.9317,18.3676,17.9459,16.1006,16.1006,13.5759,11.5066,11.5066,9.6621,9.2926,4.2495,2.9227,1.4643,0.7692,0.7422
14,1994-06-24,105-10,37.5533,130.9317,19.0554,18.5019,15.4273,14.3438,12.0561,12.0561,11.2821,7.6777,7.0691,4.0942,2.0639,1.3711,0.8833,0.6526
15,2003-06-13,105-10,37.5533,130.9317,18.3638,17.3577,16.1118,15.9303,14.0306,12.9465,10.4781,8.9995,8.1708,3.5842,2.5915,1.243,0.9601,0.6221
16,1993-06-01,105-10,37.5533,130.9317,18.6108,17.9413,17.4756,14.865,12.5254,12.5254,10.7544,9.8945,7.9837,5.5019,1.5078,1.4926,0.7112,0.4827
17,2007-06-13,105-10,37.5533,130.9317,18.3671,17.4053,16.4795,14.5251,13.179,12.3698,9.045,8.1002,8.1002,2.0236,2.0236,0.8048,0.7838,0.4188
18,1973-06-17,105-10,37.5533,130.9317,18.7173,18.7173,16.5359,15.5925,14.7778,13.4706,10.2413,10.1538,9.4427,4.2534,2.6604,1.6128,1.1089,0.6357
19,2001-06-11,105-10,37.5533,130.9317,18.2173,18.0361,16.2249,12.8519,12.8519,10.2437,3.5313,3.5313,2.634,2.634,1.798,1.4781,0.8387,0.6156
20,1999-06-05,105-10,37.5533,130.9317,18.0363,17.6213,16.2595,15.3655,13.0124,11.0546,8.8212,8.8212,8.4053,3.2859,2.914,1.8854,0.67,0.598
21,2001-06-11,105-10,37.5533,130.9317,19.0614,18.4533,15.6466,14.6918,13.0299,12.7717,7.3078,2.4437,2.4437,2.4437,0.982,1.4275,0.7016,0.6418
22,1990-06-06,105-10,37.5533,130.9317,18.1107,18.1107,16.6619,15.0648,15.0648,11.8182,11.7805,11.0286,8.0077,5.1846,3.0915,1.3915,0.7635,0.7546
23,1975-06-15,105-10,37.5533,130.9317,17.7033,17.4086,16.7714,15.5834,10.8651,10.8651,10.8651,10.8651,7.2085,5.3716,4.9108,1.5486,0.9373,0.5584
24,1979-06-15,105-10,37.5533,130.9317,18.0212,16.5889,15.273,14.6626,12.8932,11.5809,7.3292,7.3292,7.3292,3.8683,2.2007,1.809,0.7425,0.6844
25,2002-06-06,105-10,37.5533,130.9317,19.6448,17.8007,16.6529,15.6082,12.911,10.8971,10.474,8.7814,8.2462,3.3247,2.3565,1.5153,0.7537,0.5111
