,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500
0,2000-06-10,105-09,37.5533,130.625,17.01,16.5061,14.0753,14.0753,10.0751,10.0751,9.3758,9.3758,9.3758,7.2192,1.7395,1.9583,0.9956,0.5132
1,1991-06-07,105-09,37.5533,130.625,18.6587,16.7869,16.4859,14.3114,12.6395,10.9702,9.8482,2.67,2.67,1.3023,1.3023,1.3189,0.6904,0.5066
2,1993-06-01,105-09,37.5533,130.625,19.8953,17.602,16.3245,15.297,12.4313,12.3876,11.5546,8.5607,8.1169,8.1169,1.7598,1.3565,0.8419,0.6552
3,1991-06-07,105-09,37.5533,130.625,17.3789,16.0633,16.0633,14.8676,13.5043,11.8791,11.0837,8.4507,3.5166,3.5166,2.1657,1.2453,0.7739,0.6465
4,1999-06-05,105-09,37.5533,130.625,15.4764,15.4764,15.4764,14.871,10.8521,9.9527,9.9527,7.739,5.1649,3.3475,2.0947,1.6532,0.7777,0.5786
5,1974-06-16,105-09,37.5533,130.625,19.8646,16.2292,15.2586,13.6875,9.0868,7.5746,7.5746,4.0658,4.0658,1.7185,1.7185,1.1655,0.8723,0.4485
6,1991-06-07,105-09,37.5533,130.625,18.5595,17.4304,17.3168,14.8198,12.4666,10.9143,8.7053,2.7061,2.7061,2.7061,2.7061,1.3655,0.5661,0.6503
7,2001-06-11,105-09,37.5533,130.625,17.6447,16.0347,16.0347,15.4733,12.8865,10.9166,10.5493,9.599,6.2709,2.4135,1.413,1.1733,0.8209,0.5159
8,2003-06-12,105-09,37.5533,130.625,20.0461,18.2627,16.9177,16.6759,14.7178,11.5484,9.8204,8.2983,8.149,1.9912,1.9912,0.938,0.824,0.6612
9,2007-06-13,105-09,37.5533,130.625,19.6223,17.1484,15.08,15.08,14.4679,12.2385,9.5827,9.2314,3.739,3.0689,1.2014,1.4233,0.6883,0.7128
10,1977-06-19,105-09,37.5533,130.625,19.7355,17.127,14.5109,14.0436,10.9731,10.9731,9.7299,9.053,4.3315,4.3315,3.072,1.2994,0.9634,0.6313
11,1997-06-11,105-09,37.5533,130.625,19.1257,17.1996,16.6963,16.5239,13.4684,11.6265,10.5276,6.1501,2.533,2.533,1.4702,1.0391,0.8867,0.6735
12,1989-06-24,105-09,37.5533,130.625,18.6527,17.7138,17.7138,15.7789,13.6516,10.4495,9.1723,9.0403,9.0403,4.0608,1.5518,1.0328,1.0073,0.5911
13,2000-06-10,105-09,37.5533,130.625,17.8515,16.4131,16.0891,15.6161,12.9059,12.8087,8.8043,8.8043,8.8043,6.7913,2.2706,1.9642,0.8026,0.4879
14,2007-06-13,105-09,37.5533,130.625,19.6255,17.6511,16.6571,15.6905,12.8989,11.7303,10.0849,9.097,9.097,7.6073,1.4877,1.4703,1.0046,0.4947
