,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
0,2008-10-13,104-09,37.0567,130.6267,22.1883,22.1883,22.1883,17.8894,17.4386,15.977,15.0836,12.1505,10.8298,5.3891,2.6517,1.1169,0.9173,0.7672078152785915,0.7628403738890865
1,2010-10-17,104-09,37.0567,130.6267,19.8492,19.8492,19.8492,19.8492,15.9458,15.9458,15.8024,14.23,12.7976,10.98,5.4,2.1199,1.0329,0.8108832204784517,0.9078331165205313
2,1997-10-15,104-09,37.0567,130.6267,21.32,21.32,20.9876,20.9876,15.4429,8.8834,7.9826,3.6375,1.8917,1.8917,1.8917,0.9083,0.8984,0.4722990688615212,0.7126671524764101
3,2009-10-14,104-09,37.0567,130.6267,23.1973,23.1973,23.1973,20.9616,20.5531,17.7115,15.8024,10.8934,8.7689,4.0399,2.0154,0.983,0.8595,0.7459087537592582,0.7566128137258993
4,2007-10-15,104-09,37.0567,130.6267,23.0092,23.0092,22.863,22.863,20.5172,12.868,10.1089,6.1299,3.9887,3.9887,3.9887,1.6373,0.8083,0.6026082658863745,0.7767988266663909
5,2000-10-11,104-09,37.0567,130.6267,22.0824,21.4578,21.4578,17.769,17.3332,12.1342,11.0786,8.4223,7.274,2.4263,1.4353,0.8107,0.9439,0.6714654218304646,0.6412504614706876
6,1996-10-11,104-09,37.0567,130.6267,21.6774,21.6774,21.6685,21.6685,15.1338,12.1676,12.1676,10.0547,8.5163,8.5163,5.4,2.2971,1.1391,0.7758649599660576,0.9123648645752411
7,1995-10-24,104-09,37.0567,130.6267,20.8743,20.8743,20.8743,16.9854,16.3051,11.1379,8.6861,5.3855,3.8833,1.267,0.9041,0.7431,0.5168,0.4065754118821332,0.6191015280283456
8,2011-10-09,104-09,37.0567,130.6267,19.9656,19.9656,19.9152,19.9152,14.2368,12.1348,11.4875,7.9091,5.9225,4.0073,2.1968,1.3789,0.7497,0.5851226835938356,0.8272437926242142
9,2000-10-11,104-09,37.0567,130.6267,22.0225,22.0225,21.8935,21.8935,17.8086,13.7808,12.0597,9.7692,8.4663,8.4663,5.4,2.1772,1.1007,0.6901923903470293,0.9074052337374379
10,2001-10-22,104-09,37.0567,130.6267,21.969,21.969,21.916,21.4482,17.301,15.4995,15.4995,12.082,10.1234,10.1234,5.4,2.282,1.1061,0.7746319044400833,0.9211497216371276
11,2010-10-17,104-09,37.0567,130.6267,18.9751,18.9751,18.7892,15.9041,12.4441,11.9952,11.7971,9.5848,9.5848,4.7471,3.4152,1.9851,1.1368,0.86,0.8375397388099811
12,1996-10-11,104-09,37.0567,130.6267,18.1312,18.1312,17.8536,17.2408,11.6263,8.3721,8.3721,6.3734,6.1887,4.1444,2.2556,1.514,0.6669,0.5087645185782759,0.8255183692400176
13,2004-10-23,104-09,37.0567,130.6267,21.283,21.2266,21.2266,20.2805,17.5588,15.1477,11.9799,8.7317,6.5337,2.216,1.3478,0.8115,0.6435,0.5714929648634565,0.6824031890880126
14,1993-10-27,104-09,37.0567,130.6267,20.3048,19.3155,19.3155,18.7787,16.7556,11.5309,9.5504,5.8678,4.3552,2.4044,1.3983,0.8161,0.6616,0.670635287810494,0.6043345513788455
15,2010-10-17,104-09,37.0567,130.6267,20.7468,20.7468,20.7468,15.8449,15.8449,15.8449,15.5436,11.5161,10.0897,3.5383,1.8862,0.9731,0.9156,0.86,0.6722239315072099
16,2008-10-13,104-09,37.0567,130.6267,21.2162,21.2162,21.0665,21.0665,15.6563,9.3895,8.5285,3.7773,2.3154,2.3154,2.3154,1.3406,0.6493,0.5279106874878071,0.7886257989175296
17,1997-10-15,104-09,37.0567,130.6267,19.2601,19.2601,18.8855,18.8855,13.8481,10.651,9.787,6.2753,4.4539,4.4539,2.7697,1.4586,0.6375,0.5037441689038334,0.7999285626293073
18,2011-10-09,104-09,37.0567,130.6267,22.271,22.271,22.271,19.638,17.1428,13.3781,12.6032,8.0393,5.8935,2.966,1.8416,1.5125,0.8677,0.6995119024582794,0.8499457634948402
19,2004-10-23,104-09,37.0567,130.6267,19.8163,19.8163,19.747,18.895,13.3668,10.3439,9.9867,6.8113,5.4475,3.3536,1.8546,0.8445,0.7701,0.5753447110656774,0.6654718138482483
20,1998-10-22,104-09,37.0567,130.6267,19.5779,19.5779,19.3507,17.9873,14.457,14.457,14.457,13.2369,11.0805,4.1964,2.0094,1.555,0.8145,0.5625054310756875,0.856391494285363
21,2001-10-22,104-09,37.0567,130.6267,22.1706,22.1706,22.1706,22.1706,20.8019,17.7115,15.8024,14.23,12.84,10.98,5.4,2.4174,1.0656,0.8365873703310303,0.9320691717265519
22,2007-10-15,104-09,37.0567,130.6267,23.3136,23.0951,23.0951,22.516,21.1618,16.6782,13.5961,11.8744,10.3894,10.3894,5.2482,1.5742,0.8559,0.7065695910665105,0.8476512658320371
23,1997-10-15,104-09,37.0567,130.6267,21.2995,21.2995,21.0815,21.0815,16.4038,9.8839,7.7751,4.6728,3.3131,3.0561,1.8114,0.9468,0.7259,0.5238380864670289,0.7091273775498513
24,1998-10-22,104-09,37.0567,130.6267,21.5039,21.4703,21.4034,21.4034,19.006,17.7115,15.8024,11.2539,7.789,6.8273,4.4424,1.5375,1.0357,0.8477681259183755,0.7762028021217684
25,2010-10-17,104-09,37.0567,130.6267,21.8046,21.8046,21.7933,21.7933,19.3518,17.7115,15.8024,9.6872,6.2223,6.2223,5.4,1.6508,1.0481,0.8208972609709483,0.8124247959792493
26,1994-10-14,104-09,37.0567,130.6267,16.8465,16.8465,16.6803,14.7539,9.0792,4.57,4.57,2.8915,2.3732,1.2912,0.9394,0.7659,0.6401,0.43568661576436096,0.5745264829132721
27,1995-10-24,104-09,37.0567,130.6267,18.0567,18.0567,17.7664,14.5477,10.213,6.5362,6.5362,4.7587,4.0563,1.2279,0.8981,0.776,0.6548,0.5150066681199624,0.5986205250070895
28,2007-10-15,104-09,37.0567,130.6267,23.1755,21.6726,21.6726,20.3478,20.3478,17.5172,11.2197,9.7337,8.5291,1.9075,1.1479,0.7665,0.6459,0.6496718816502516,0.6347481451692746
29,1996-10-11,104-09,37.0567,130.6267,20.5289,20.5289,20.457,19.1534,14.5127,7.9776,7.9776,5.957,5.5677,2.7826,1.7736,1.3974,0.7688,0.5544273149988923,0.7891914413876563
30,1998-10-22,104-09,37.0567,130.6267,22.3046,22.2928,22.2928,20.5045,20.0633,17.7115,15.8024,10.7782,7.3411,2.7076,1.7908,1.184,0.8983,0.720370997642385,0.7447051941370508
31,2001-10-22,104-09,37.0567,130.6267,20.4309,20.4309,20.4309,19.4579,15.5513,15.2344,15.1332,11.114,9.4329,8.0656,4.0364,2.1915,0.7861,0.6998725514015653,0.9161751929991482
32,2012-10-09,104-09,37.0567,130.6267,21.9138,21.9138,21.9029,21.9029,15.4611,15.4611,13.8099,7.8261,4.2556,4.2556,4.2556,1.8621,0.7962,0.5412303186299368,0.9246873912382121
33,2004-10-23,104-09,37.0567,130.6267,18.1545,18.1545,17.8332,17.8332,11.7497,5.5546,3.7639,2.4,1.83,1.83,1.2892,0.7672,0.5893,0.4009416535216811,0.5799474694822716
34,2009-10-14,104-09,37.0567,130.6267,22.4016,22.1646,22.1646,22.1646,20.1278,12.4583,10.7584,5.3022,3.2816,2.7024,1.5292,0.893,0.6501,0.49918213510435766,0.6906266089736368
35,1995-10-24,104-09,37.0567,130.6267,21.8179,21.0988,21.0988,15.5731,15.5731,9.0217,6.6763,6.2027,6.1293,1.506,1.0147,0.7601,0.6976,0.614698299452592,0.589682698754821
36,1994-10-14,104-09,37.0567,130.6267,21.1286,21.1286,20.9797,20.2447,14.38,8.0455,7.1288,2.4,1.83,1.4504,1.0234,0.7647,0.6036,0.4316148636039342,0.6159046929620675
37,1996-10-11,104-09,37.0567,130.6267,21.9292,21.9292,21.7499,20.4777,16.7171,7.166,4.9478,3.6688,3.1331,2.9792,1.701,0.8877,0.7458,0.482501279731555,0.7347542618947278
38,2008-10-13,104-09,37.0567,130.6267,23.2873,23.2873,23.2405,22.9472,20.4403,16.109,11.5249,10.8355,9.0136,5.7193,3.091,1.4302,0.7912,0.5752509046256946,0.8542178675538551
39,2007-10-15,104-09,37.0567,130.6267,21.2915,19.9194,19.9194,18.716,15.8178,8.3202,8.3202,7.3758,6.9444,2.1751,1.3106,0.8291,0.7406,0.5517102464325512,0.6191922104313632
40,1994-10-14,104-09,37.0567,130.6267,16.6634,16.61,16.5504,14.6039,8.9848,4.57,2.9,2.4,1.83,1.2265,0.8945,0.7433,0.5449,0.4,0.5576196790821631
41,2001-10-22,104-09,37.0567,130.6267,18.6367,18.6367,18.3856,17.2082,12.479,9.5354,9.5354,9.5354,8.9034,4.3289,2.5158,2.1436,0.7276,0.5858985174064164,0.8795110422838557
42,2006-10-28,104-09,37.0567,130.6267,18.3476,18.3476,18.108,16.0095,12.147,12.147,12.147,9.6945,7.6041,2.6092,1.6554,1.7817,0.7744,0.6661162817451669,0.8253038793573536
43,1997-10-15,104-09,37.0567,130.6267,18.9475,18.9475,18.4862,17.9993,12.0051,6.5316,6.5316,3.219,2.273,2.0716,1.4091,0.9046,0.7247,0.4971040146502951,0.6341838961995162
44,2006-10-28,104-09,37.0567,130.6267,21.0511,21.0511,20.8779,18.9172,17.5203,11.7941,9.9812,9.6096,9.2855,4.372,2.9842,1.9807,0.7633,0.6528792084751671,0.8632184921253592
45,2000-10-11,104-09,37.0567,130.6267,18.817,18.817,18.2472,16.113,10.3543,4.57,2.9,2.8306,2.8306,1.749,1.2464,0.9107,0.9704,0.5236170894349732,0.6046609844479442
46,2000-10-11,104-09,37.0567,130.6267,21.9395,20.8503,20.8503,20.3532,18.1866,13.7334,10.4642,9.5698,9.2756,9.2756,5.4,1.5175,1.1293,0.86,0.7495736088704555
