,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500
0,1973-04-25,105-10,37.5533,130.9317,10.6586,10.6586,10.6586,10.5942,10.5942,10.5942,9.4922,9.4922,8.7379,2.5992,2.5992,1.5716,1.0811,0.6036
1,2006-04-25,105-10,37.5533,130.9317,13.35,12.2855,12.2855,10.8273,10.8273,10.8273,9.8224,9.8224,9.8224,7.94,1.4462,2.4589,1.1268,0.683
2,2004-04-29,105-10,37.5533,130.9317,11.5915,11.5915,11.5915,11.5915,10.0724,10.0724,8.3659,8.3659,8.3659,8.3659,8.3659,7.0818,1.2633,0.7577
3,2005-04-21,105-10,37.5533,130.9317,11.7728,11.7728,11.7728,11.7728,10.0057,10.0057,8.9769,8.9769,8.3148,2.5372,2.1868,1.3666,0.58,0.6001
4,1977-04-20,105-10,37.5533,130.9317,9.6563,8.0977,8.0114,8.0114,8.0114,8.0114,8.0114,8.0114,7.6552,7.4223,7.4223,1.5263,0.9779,0.526
5,1995-04-13,105-10,37.5533,130.9317,14.1988,12.1617,12.1617,11.7342,11.7342,11.0125,9.9602,9.2888,5.9949,2.9422,2.3306,1.089,0.6205,0.5639
6,1974-04-28,105-10,37.5533,130.9317,11.3189,11.3189,11.3089,11.3089,11.3089,9.4497,9.4497,8.1591,8.1591,3.5212,1.8179,0.77,0.7204,0.5332
7,2010-04-05,105-10,37.5533,130.9317,12.7704,12.7704,11.5238,11.5238,10.5216,10.5216,10.5216,8.6363,4.1509,2.5933,0.96,0.9969,0.89,0.654
8,1994-04-19,105-10,37.5533,130.9317,11.6494,11.6494,11.6494,11.4318,10.1696,9.5258,3.8119,3.8119,3.8119,2.4927,2.2925,0.77,0.58,0.6518
9,2003-04-24,105-10,37.5533,130.9317,12.6046,12.6046,12.0057,10.7584,10.1118,9.0014,3.5341,3.5341,3.5341,3.2235,2.5478,1.4361,1.0075,0.5682
10,1978-04-17,105-10,37.5533,130.9317,10.3188,10.3188,10.3188,10.3188,10.3188,10.3188,10.3188,9.2968,5.4675,1.5389,1.4705,0.9554,0.9064,0.4538
11,1999-04-18,105-10,37.5533,130.9317,12.3718,12.3243,12.3243,12.3243,9.6667,9.6667,9.6667,9.6667,9.6667,1.7871,1.7871,1.3275,1.1162,0.5535
12,2003-04-24,105-10,37.5533,130.9317,9.9371,9.9371,9.9371,9.9371,9.9371,9.8365,9.8323,7.1612,3.1133,1.7338,0.96,1.741,0.6837,0.4938
13,2011-04-11,105-10,37.5533,130.9317,9.9017,9.9017,9.381,9.381,9.381,9.381,9.381,9.339,6.6693,6.6693,1.8989,0.8972,0.8799,0.6305
14,1990-04-21,105-10,37.5533,130.9317,12.5094,12.3594,12.3594,11.178,10.9389,9.7509,9.7509,9.7509,3.6045,2.137,0.96,1.6339,0.9916,0.5992
15,2006-04-25,105-10,37.5533,130.9317,12.4909,12.4909,12.1734,11.6516,10.7371,10.7371,9.3767,9.2962,9.2962,9.2962,3.0662,1.717,0.9104,0.6045
16,1974-04-28,105-10,37.5533,130.9317,11.9735,11.7658,11.7658,11.5685,10.6793,10.4348,8.6958,8.6958,3.3333,2.6019,0.96,1.0031,0.58,0.6035
17,2006-04-25,105-10,37.5533,130.9317,11.8324,11.6896,11.6896,10.1147,10.1147,10.1147,9.9241,9.5102,8.9116,2.4537,0.96,1.3652,0.8692,0.5776
18,1981-04-08,105-10,37.5533,130.9317,11.6354,8.8066,8.8066,8.8066,8.8066,8.8066,4.5456,4.5456,1.82,1.82,1.5432,1.1999,0.7091,0.6451
19,2006-04-25,105-10,37.5533,130.9317,12.858,11.7402,11.3921,11.3921,10.9429,10.9429,9.7179,9.0426,9.0426,2.6914,1.3838,1.6645,1.1031,0.6234
20,1992-04-04,105-10,37.5533,130.9317,12.5287,11.429,11.429,11.429,10.9081,10.3706,5.6855,3.3784,3.3784,3.3304,2.5684,1.5501,0.5831,0.5144
21,1979-04-19,105-10,37.5533,130.9317,12.2364,9.0547,9.0547,9.0547,9.0547,9.0547,7.8587,7.8587,7.8587,3.4823,0.96,1.3959,0.791,0.6447
22,1999-04-18,105-10,37.5533,130.9317,13.8236,11.4872,11.4872,11.4872,11.4872,9.8364,9.5632,9.5632,6.3284,2.4518,2.4518,1.084,0.6138,0.5129
23,1989-04-20,105-10,37.5533,130.9317,11.5665,11.5665,11.5665,11.5665,10.8298,10.4767,10.2156,8.7056,8.7056,1.5938,1.5938,1.2259,0.9663,0.6327
24,1977-04-20,105-10,37.5533,130.9317,9.8415,9.3505,9.3505,9.3505,9.3505,9.3505,9.3505,8.2799,8.2799,1.3,1.3,1.8435,0.58,0.6773
25,1979-04-19,105-10,37.5533,130.9317,10.3996,8.2045,8.2045,8.2045,8.2045,8.2045,8.2045,8.2045,8.2045,3.2267,2.5056,1.5055,1.1305,0.5206
26,1977-04-20,105-10,37.5533,130.9317,10.0411,10.0411,9.8366,9.8366,9.825,9.825,9.825,8.3893,8.3893,7.033,2.8507,1.2728,0.58,0.5736
27,1974-04-28,105-10,37.5533,130.9317,12.1317,12.1317,11.5622,11.5622,11.5029,10.904,10.1533,5.1166,4.4809,3.326,2.4543,1.4343,0.7855,0.78
28,1990-04-21,105-10,37.5533,130.9317,11.6945,11.6945,11.6945,11.6945,11.129,11.129,8.402,6.9833,2.7557,2.7557,0.96,0.7935,0.58,0.4471
29,1977-04-20,105-10,37.5533,130.9317,10.192,8.0722,8.0722,8.0722,6.21,6.21,5.8918,5.8918,5.8918,5.672,5.672,1.7326,0.8571,0.7444
30,2006-04-25,105-10,37.5533,130.9317,11.9429,11.5932,11.5932,11.0328,10.5455,10.5455,9.9424,9.7994,8.3498,3.2637,2.8564,1.2502,0.8818,0.5247
31,2006-04-25,105-10,37.5533,130.9317,11.6589,11.6589,11.6589,11.6589,10.8157,9.5842,9.5842,9.4032,9.4032,3.8934,1.0623,1.0432,1.1485,0.6728
32,1979-04-19,105-10,37.5533,130.9317,10.5417,9.3829,9.2566,9.2566,9.2566,9.2566,4.2636,4.0038,2.5167,2.5167,2.2966,1.5689,0.9035,0.5946
33,1990-04-21,105-10,37.5533,130.9317,10.4914,10.4914,10.4914,10.4914,10.2908,10.2908,9.3646,9.3646,7.3092,1.8856,0.96,0.77,0.9042,0.4143
34,2008-04-09,105-10,37.5533,130.9317,10.6269,10.6269,10.6269,10.6269,10.6269,10.6269,9.6517,8.882,8.3461,2.7928,2.338,1.6799,0.58,0.4994
35,1974-04-28,105-10,37.5533,130.9317,14.4946,11.6323,11.6323,11.3229,9.0717,9.0717,9.0717,9.0717,9.0717,1.6839,1.6839,1.5079,0.665,0.6272
