,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500
0,2007-10-15,104-09,37.0567,130.6267,20.5528,20.5528,20.5528,20.5528,19.4529,14.4364,12.8587,8.998,5.2946,2.7754,0.88,1.3325,0.4488,0.7539104730778986
1,2000-10-11,104-09,37.0567,130.6267,21.6294,19.5892,19.5892,17.9888,15.3494,15.2382,12.0499,9.6621,9.6621,5.1177,1.6002,0.9665,0.7846,0.6371241207467009
2,1993-10-27,104-09,37.0567,130.6267,17.9141,17.7418,17.7418,17.7012,12.1013,12.1013,9.1429,9.1429,9.1429,2.751,2.7428,1.6916,0.7638,0.64064869379074
3,1980-10-16,104-09,37.0567,130.6267,20.7005,20.7005,20.0697,18.5844,14.7046,13.655,11.7721,11.4893,10.4475,2.1567,1.4368,0.9183,1.0546,0.6412447024325252
4,1975-10-10,104-09,37.0567,130.6267,20.6919,20.5345,20.5345,19.8968,19.8968,16.7548,15.154,13.796,11.3953,3.3177,1.2672,1.5982,0.9129,0.773449211584645
5,2007-10-15,104-09,37.0567,130.6267,23.2026,23.0164,21.227,20.9757,19.6002,15.5612,13.9421,7.4786,5.0167,3.2105,1.8388,1.2799,0.731,0.7742560257698978
6,1989-10-19,104-09,37.0567,130.6267,20.0562,20.0562,20.0562,20.0562,19.629,18.0987,12.7029,9.3645,7.8043,3.3127,1.7355,1.8135,1.0683,0.5748069461713804
7,2010-10-17,104-09,37.0567,130.6267,21.0738,20.2517,20.2517,18.5044,18.5044,15.5538,13.2632,7.113,7.113,3.866,1.5897,0.8498,0.8221,0.5314539097744612
8,1990-10-15,104-09,37.0567,130.6267,20.8397,20.8397,20.8397,19.0498,18.0298,15.6467,13.9969,3.8058,3.8058,1.6484,1.6484,0.8416,0.6673,0.43327206635918214
9,1993-10-27,104-09,37.0567,130.6267,19.6135,19.6135,17.8342,17.8342,17.1912,15.262,8.0323,8.0323,8.0323,2.0407,2.0407,1.2197,0.4738,0.5396313165483941
10,2009-10-14,104-09,37.0567,130.6267,19.5328,19.5328,19.5328,18.984,16.2546,16.2546,13.5795,9.4526,8.6207,6.5721,2.425,1.2972,0.8332,0.5456691052533886
11,1996-10-11,104-09,37.0567,130.6267,22.0738,22.0738,20.4404,19.4825,16.2098,13.4011,13.0805,2.5065,2.5065,0.3359,0.3359,1.3816,0.7517,0.7192167359034448
12,1980-10-16,104-09,37.0567,130.6267,20.4894,20.4894,20.4894,20.4894,19.8799,14.664,14.664,13.5906,9.2283,2.1646,2.1646,1.884,0.6519,0.9031362819075217
13,1989-10-19,104-09,37.0567,130.6267,20.2827,20.1245,20.1245,19.388,19.388,12.2701,12.2701,12.2701,11.1962,5.345,1.5665,0.9735,1.0371,0.5658048246006804
14,1993-10-27,104-09,37.0567,130.6267,20.6362,19.755,19.755,17.6667,14.9508,14.9508,13.41,4.6749,4.6749,3.8817,3.0574,1.7473,0.9194,0.5700885708669118
15,1973-10-16,104-09,37.0567,130.6267,20.2144,20.2144,20.2144,18.2325,14.1024,14.1024,14.1024,10.4474,7.7826,7.7826,1.8514,2.5329,0.7192,0.49965415622954695
16,1989-10-19,104-09,37.0567,130.6267,19.4921,18.595,18.595,18.2192,17.593,14.033,10.9875,7.7765,7.7765,4.5508,3.1795,1.7128,0.6418,0.7489854544233436
17,1972-10-27,104-09,37.0567,130.6267,18.0493,18.0493,18.0493,16.4531,12.0626,12.0626,12.0626,10.9663,9.7413,2.0985,2.0985,1.352,0.95,0.5476860690972934
18,1978-10-16,104-09,37.0567,130.6267,19.9928,19.9928,19.1838,18.99,18.99,16.6509,12.3258,11.7647,10.3182,9.303,2.326,2.9834,0.9545,0.7647333625711887
19,1980-10-16,104-09,37.0567,130.6267,20.3494,20.3494,20.3494,20.3494,18.5904,18.389,13.0561,13.0561,11.5314,6.115,1.2276,1.5398,0.7604,0.5135617669321073
20,1973-10-16,104-09,37.0567,130.6267,20.5186,20.3492,19.6741,18.0579,18.0579,16.1012,14.3169,14.3169,12.6766,8.5375,5.2395,3.1906,0.8919,0.7575742722364966
21,1989-10-19,104-09,37.0567,130.6267,19.9627,19.9627,19.4831,18.5463,17.8754,14.9728,12.9081,9.0683,7.2075,5.1457,0.9548,1.5827,0.6961,0.719011772947897
22,1969-10-13,104-09,37.0567,130.6267,19.3296,19.3296,19.257,19.257,17.116,14.1782,13.1626,12.6385,9.8289,2.0886,1.1331,2.0305,0.8498,0.4356111843341628
