,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
0,1996-06-10,105-10,37.5533,130.9317,17.4348,17.4348,15.1574,12.8956,9.9008,6.7984,5.6116,2.439,1.8118,1.375,1.2651,0.8048,0.6241,0.4725,0.5278628646167185
1,2003-06-13,105-10,37.5533,130.9317,19.0183,18.2674,16.9368,16.2692,15.2525,14.4134,11.2841,11.2841,10.1603,5.4537,2.3992,1.5207,0.906,0.7043,0.7045199904575452
2,2000-06-10,105-10,37.5533,130.9317,16.7447,13.9762,13.2878,13.2878,12.5294,12.0436,7.3793,4.6137,4.6137,4.6137,2.6734,1.8307,1.1529,0.6822,0.6130426274270842
3,2005-06-24,105-10,37.5533,130.9317,21.96,21.12,20.8672,16.6334,15.29,14.7684,12.7572,11.5122,7.5157,1.8774,1.0499,1.0599,0.8194,0.7578,0.6029181321831674
4,2006-06-17,105-10,37.5533,130.9317,17.5585,17.5585,16.6243,15.9718,12.7777,11.6056,9.3875,9.3875,4.7748,3.6628,2.3806,1.4717,0.7496,0.6381,0.5535221654257807
5,2000-06-10,105-10,37.5533,130.9317,16.44,13.53,13.0882,12.6723,9.7121,9.7121,6.6882,3.9665,3.9665,3.9665,3.9665,5.54,1.1582,0.6996,0.7049622991425641
6,2003-06-13,105-10,37.5533,130.9317,19.1548,16.7434,16.0875,16.0875,15.1058,14.7684,13.0635,11.662,10.7895,7.7542,2.0701,2.1979,1.0086,0.6994,0.6948597495236504
7,2009-06-08,105-10,37.5533,130.9317,17.4225,17.4225,17.0308,16.5623,14.7486,14.4743,12.3154,11.6294,10.2267,6.5426,4.5657,1.8135,0.8019,0.6979,0.6725219291181008
8,2002-06-06,105-10,37.5533,130.9317,20.4885,18.7667,16.6613,16.4157,14.7655,11.7707,9.5236,9.5236,6.2783,1.2772,0.9929,0.8048,0.6115,0.4792,0.4928
9,2002-06-06,105-10,37.5533,130.9317,18.0614,18.0035,15.7408,14.7956,12.2158,10.8424,9.6125,9.6125,8.8708,2.1784,1.5341,1.1477,0.8719,0.5468,0.5522767494746317
10,2001-06-11,105-10,37.5533,130.9317,19.8007,19.7754,16.7466,16.1,13.5783,11.5014,11.5014,7.758,2.2675,1.2509,1.0799,0.8048,0.6061,0.5124,0.5260200706998908
11,2003-06-13,105-10,37.5533,130.9317,17.4304,16.9167,14.456,12.3648,9.7241,6.9439,4.1844,2.8739,2.0327,1.9476,1.304,1.1968,0.7962,0.5175,0.6226429364727868
12,2006-06-17,105-10,37.5533,130.9317,19.9046,19.9046,18.2966,16.0885,12.5775,11.5664,7.9601,7.9601,2.9836,2.1434,2.1434,1.2246,0.6582,0.5965,0.5959300960942646
13,2004-06-13,105-10,37.5533,130.9317,17.9547,17.9547,15.1607,13.0407,10.3711,9.8637,9.1837,9.1837,9.1837,4.6505,4.6505,2.1428,0.9805,0.6194,0.6498862313244915
14,2008-06-13,105-10,37.5533,130.9317,18.3607,16.3179,15.0094,13.0361,9.6196,8.2393,3.8687,2.3518,2.3518,2.3518,1.6123,1.454,0.9905,0.7466,0.5785832582530475
15,2004-06-13,105-10,37.5533,130.9317,17.5143,17.3886,15.8673,15.1729,14.365,13.8147,13.1292,11.7428,10.6592,7.917,2.6684,1.9264,0.8827,0.5259,0.629107300586039
16,1994-06-24,105-10,37.5533,130.9317,18.2743,17.2646,15.8514,13.6104,13.6104,13.6104,11.0425,6.8136,6.8136,6.8136,2.5117,1.7468,0.9592,0.5997,0.6487324912514749
