,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500
0,2002-08-17,104-10,37.0567,130.94,25.0117,21.5966,18.1802,14.537,14.537,14.3437,12.0698,8.5446,6.801,4.8455,1.6701,0.681,0.8808,0.6976861888580359
1,1979-08-10,104-10,37.0567,130.94,25.2919,20.6686,19.4187,18.536,14.9132,13.6507,13.6507,10.9709,9.5251,6.8731,1.4208,1.5858,0.7406,0.6855001189336394
2,2011-08-28,104-10,37.0567,130.94,24.5281,23.2562,16.8847,15.9513,14.4205,12.8877,8.7631,5.9191,5.9191,2.6915,2.5261,1.2798,0.7499,0.5560897036126319
3,1977-08-12,104-10,37.0567,130.94,24.9043,22.2327,21.1627,16.4626,16.2366,12.4778,9.2177,8.3496,6.083,3.888,1.7498,2.1549,0.6919,0.46223063857973945
4,1994-08-19,104-10,37.0567,130.94,25.84,22.9461,18.4479,17.1008,14.2734,13.6241,10.3454,10.2202,7.1147,4.9414,3.8694,2.4971,0.8544,0.93
5,2008-08-10,104-10,37.0567,130.94,26.1615,25.1226,16.4939,15.3453,15.3453,15.3453,10.4197,9.6349,9.6097,3.6882,2.3178,2.6158,0.8078,0.6399807179994734
6,2004-08-13,104-10,37.0567,130.94,25.7176,23.8272,18.4695,17.4299,12.256,12.1837,7.9761,6.2148,6.2148,1.1945,1.1945,1.1988,0.7635,0.578582997988963
7,1998-08-22,104-10,37.0567,130.94,25.9304,25.2656,20.6831,17.8815,15.0404,13.5795,13.3896,6.5216,6.5216,3.302,2.3379,1.3891,0.7259,0.4882221977650997
8,1999-08-29,104-10,37.0567,130.94,26.1329,24.6539,21.7574,17.4784,16.9846,15.307,13.8255,10.185,9.1927,1.8363,1.8363,1.7684,0.8169,0.6336888639096456
9,1993-08-17,104-10,37.0567,130.94,22.6034,22.6034,18.3265,15.4639,14.5356,12.3976,9.1575,6.2828,6.2828,1.1945,1.1945,1.3858,0.5207,0.5468389485880976
10,2008-08-10,104-10,37.0567,130.94,22.5585,22.5585,14.3472,14.3472,14.3472,12.0864,10.4596,10.4596,8.4767,2.6899,1.8568,1.7944,0.8475,0.6781085290411561
11,2009-08-23,104-10,37.0567,130.94,26.875,23.6287,22.0399,20.1371,15.72,14.0187,10.0296,10.0296,10.0296,4.2217,2.6085,1.7051,1.1174,0.45945573402599815
12,1977-08-12,104-10,37.0567,130.94,25.885,23.2063,18.605,16.8716,16.8716,14.7968,13.5901,7.4218,7.1982,1.9157,1.9157,0.7028,0.8061,0.6480529150857174
13,1972-08-29,104-10,37.0567,130.94,25.1971,21.8404,21.8404,18.2564,18.2564,14.4324,11.7632,5.5531,4.0871,1.9194,1.9194,0.7542,0.7758,0.542864158472269
14,1975-08-11,104-10,37.0567,130.94,25.6408,25.6408,20.2642,20.2642,18.2377,16.2592,13.6999,11.8752,11.8752,7.0907,2.7538,1.5504,0.8306,0.6462735941504518
15,1996-08-04,104-10,37.0567,130.94,26.5548,23.1105,17.153,15.2908,13.6426,12.1341,7.7646,7.7548,5.526,4.0868,1.9484,0.863,0.7814,0.48190742168345807
16,2002-08-17,104-10,37.0567,130.94,24.3026,23.7475,17.8993,15.4488,12.6172,12.6172,8.9656,8.9656,8.2439,3.1418,2.3569,1.0593,0.9507,0.6058348565930123
17,1999-08-29,104-10,37.0567,130.94,27.1548,23.7762,20.1987,18.7519,16.7283,12.8841,12.8841,10.7995,7.3712,3.8817,2.694,1.554,0.732,0.6155333397425315
