,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500
0,1978-02-25,104-10,37.0567,130.94,11.6119,11.1611,11.1611,10.1239,10.1239,10.1239,9.8131,9.8131,9.8131,8.3408,6.5469,4.486,0.9856,0.7228
1,1977-02-09,104-10,37.0567,130.94,10.1207,10.1207,9.0751,9.0751,9.0751,9.0751,9.0751,6.8778,6.8778,3.8347,3.8347,1.6417,1.0629,0.43
2,2009-02-27,104-10,37.0567,130.94,10.531,10.531,10.531,9.5334,9.5334,9.5334,9.5334,9.5334,7.7278,3.544,2.2278,1.7997,0.9959,0.7224
3,1999-02-15,104-10,37.0567,130.94,10.2535,10.2535,10.2535,10.2535,10.2535,10.2535,10.2535,10.2535,10.2535,7.8702,2.3648,3.5805,0.59,0.5603
4,2006-02-22,104-10,37.0567,130.94,11.3827,10.5039,10.5039,9.6332,9.6332,9.6332,9.6332,9.6332,9.6332,7.3056,6.8423,1.1546,1.1162,0.7303
5,1996-02-14,104-10,37.0567,130.94,10.929,9.6476,9.6476,9.6476,9.6476,9.6476,9.6476,9.2711,5.8025,2.9659,1.7228,1.3436,0.8274,0.7522
6,1996-02-14,104-10,37.0567,130.94,11.1003,10.4692,10.4692,10.4514,10.4514,9.9485,9.3691,9.3691,8.2528,5.0197,1.4454,2.6688,1.0266,0.9244
7,1975-02-25,104-10,37.0567,130.94,10.5206,10.4003,9.9471,9.9471,9.893,9.8216,9.6045,8.4324,8.4324,8.4324,1.0243,2.5601,0.8744,0.5297
8,2011-02-19,104-10,37.0567,130.94,11.5746,11.3444,10.8521,10.8521,10.3688,10.3688,10.3688,10.3688,10.1405,6.3528,1.2903,3.3645,1.1239,0.71
9,1993-02-09,104-10,37.0567,130.94,10.3501,10.3501,10.3501,10.3501,10.3501,10.3501,10.275,10.275,10.275,5.6489,5.6489,2.4609,0.7717,0.7955
10,1994-02-20,104-10,37.0567,130.94,11.5344,11.0359,11.0359,11.0359,11.0359,10.8013,9.0931,9.0931,6.2438,6.2438,5.9588,0.8254,1.2145,0.8237
11,1980-02-18,104-10,37.0567,130.94,9.3881,9.3881,9.3881,9.3881,9.3881,9.3746,9.1867,9.1867,9.1867,5.8211,5.8211,1.0241,0.8447,0.5777
12,2001-02-18,104-10,37.0567,130.94,11.0952,11.0952,11.0608,10.4062,10.4062,10.4062,9.5047,9.468,9.468,6.0322,2.0433,1.8864,0.6155,0.6732
13,2001-02-18,104-10,37.0567,130.94,10.9343,10.1,10.1,10.1,10.1,10.1,9.3717,9.3717,9.3717,8.209,1.2611,1.2766,0.7546,0.7296
14,2001-02-18,104-10,37.0567,130.94,9.7166,9.7166,9.7166,9.7166,9.7166,9.7166,9.7166,9.7166,9.7166,9.7166,6.7961,2.5566,0.747,0.7452
15,1996-02-14,104-10,37.0567,130.94,10.722,10.722,10.2682,10.2682,10.2682,10.1797,9.6939,8.7407,6.0472,6.0472,1.5393,1.7201,1.0061,0.9581
16,1996-02-14,104-10,37.0567,130.94,10.3244,9.8766,9.8766,9.6855,9.6855,9.6567,9.157,8.7291,7.6395,6.1899,1.6362,2.5264,0.59,0.43
17,1994-02-20,104-10,37.0567,130.94,10.7579,10.7579,10.7579,10.7579,10.7579,10.7037,8.8613,8.6545,5.4611,4.8208,4.8208,2.9164,0.59,0.87
18,1993-02-09,104-10,37.0567,130.94,11.0069,11.0069,10.0562,10.0562,10.0562,10.0562,9.7327,9.7327,9.7327,6.6027,6.6027,3.1443,0.8849,0.7528
19,1976-02-19,104-10,37.0567,130.94,10.2706,10.2706,10.2706,10.2706,10.2706,10.2706,10.2706,10.2706,10.2706,5.0786,5.0786,3.3392,0.7901,0.5772
20,1999-02-15,104-10,37.0567,130.94,11.3151,10.623,10.3566,10.3566,10.3566,10.3566,10.3566,10.3566,10.3566,5.1499,5.1499,0.9155,1.2043,0.5196
21,2011-02-19,104-10,37.0567,130.94,10.217,10.1687,9.9447,9.9447,9.6002,9.6002,9.6002,9.3567,9.3567,4.8363,4.8363,2.9912,0.6072,1.3904
22,1979-02-12,104-10,37.0567,130.94,10.1786,10.1786,10.1786,10.1786,10.1786,10.1786,10.1786,10.1786,9.9815,8.2638,7.9352,2.9601,0.59,0.6346
23,1975-02-25,104-10,37.0567,130.94,8.75,8.75,8.75,8.75,8.75,8.75,8.75,8.0945,6.7131,3.5035,1.9459,1.043,0.702,0.5255
