,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
0,2011-02-19,104-10,37.0567,130.94,10.67,10.67,10.5495,10.5495,10.5495,10.5495,10.5495,10.5495,10.5495,6.9034,2.7785,1.3308,0.8924,0.6437,0.5207214588362352
1,2009-02-27,104-10,37.0567,130.94,12.16,12.15,12.15,11.659,11.4721,10.672,10.6076,8.3103,7.1762,3.2527,3.2527,1.6379,1.3164,0.863,0.5528522379077805
2,1997-02-14,104-10,37.0567,130.94,11.625,11.6127,11.534,11.534,11.534,11.534,11.534,9.805,9.2797,4.7363,3.1475,1.3954,1.0698,0.5415,0.4996538275044031
3,2012-02-13,104-10,37.0567,130.94,10.911,10.6903,10.424,10.3545,10.2887,10.2887,10.2887,10.2887,10.2887,8.3764,4.3318,1.4307,1.0268,1.49,0.6616000000000001
4,2008-02-21,104-10,37.0567,130.94,11.2619,10.88,10.6262,10.5317,10.2898,9.6898,8.2688,7.0138,5.185,1.2126,0.883,0.74,0.59,0.5456,0.5318598691771708
5,2006-02-22,104-10,37.0567,130.94,10.6148,10.4151,10.2329,10.2329,10.2329,10.2329,10.2329,7.4238,6.136,6.136,3.5627,1.0766,0.6665,0.4736,0.5875563147268087
6,1996-02-14,104-10,37.0567,130.94,10.7516,10.5011,10.4445,10.4445,10.4445,9.9437,7.0405,5.559,3.3847,1.1669,1.1669,0.8779,0.7585,0.479,0.5064442787426022
7,2001-02-18,104-10,37.0567,130.94,10.7844,10.7306,10.5375,10.2513,9.8287,9.8287,8.8228,4.3824,2.6889,2.6889,1.9429,1.009,0.8457,0.664,0.6020680603090571
8,2012-02-13,104-10,37.0567,130.94,10.753,10.7453,10.5071,10.259,9.9053,9.9053,9.9053,9.9053,9.9053,9.7091,6.8372,2.8148,1.2984,1.49,0.6216092551520755
9,2003-02-24,104-10,37.0567,130.94,10.9077,10.7649,10.6613,10.6613,10.6613,10.3511,9.0749,7.1285,5.1335,2.5707,2.5707,1.1331,0.8614,0.6041,0.5458441401074768
10,2009-02-27,104-10,37.0567,130.94,12.16,11.5876,11.2366,11.0329,10.5462,9.416,8.2425,7.9087,7.4952,6.3959,4.095,1.5359,0.9715,1.1313,0.5856950666404567
11,2008-02-21,104-10,37.0567,130.94,10.5525,10.381,10.2333,10.1097,9.6752,9.2402,6.9956,6.5238,4.3713,1.1193,0.883,0.74,0.8028,0.8501,0.5215699033550529
12,2006-02-22,104-10,37.0567,130.94,10.7096,10.7096,10.4077,10.355,9.4287,9.3346,9.3346,9.1559,9.1559,9.1559,7.969,3.914,1.5078,0.9205,0.5345015633809617
13,1996-02-14,104-10,37.0567,130.94,11.1857,10.7375,10.5313,10.2049,10.0438,10.0438,7.9553,7.9553,6.7952,6.7952,5.4811,1.6258,1.0212,0.4831,0.5203319770073449
