,DATE,Station-Point,Latitude,Longitude,0,10,20,30,50,75,100,125,150,200,250,300,400,500,SSH
0,2007-08-17,104-08,37.0567,130.3117,23.8267,23.8267,21.857,18.4211,12.9361,12.9361,9.678,8.5328,5.7353,2.4712,1.3055,1.0685,0.7669,0.5775,0.649726754429704
1,2011-08-28,104-08,37.0567,130.3117,27.0142,19.804,15.2813,11.79,8.6714,4.9628,2.82,1.9,1.43,1.05,1.05,0.9863,0.7191,0.6032,0.600768331563676
2,2007-08-17,104-08,37.0567,130.3117,23.8054,23.8054,23.7617,17.9282,11.9001,4.6764,4.5891,3.1857,2.261,1.2406,1.1198,0.9265,0.763,0.538,0.5647516959962856
3,1994-08-19,104-08,37.0567,130.3117,23.0183,22.9208,21.8344,18.3878,11.8956,11.8956,11.8956,11.6117,10.63,5.9665,3.4975,1.6524,1.1691,0.7912,0.609628376980096
4,2012-08-25,104-08,37.0567,130.3117,24.7204,24.7204,24.7204,16.5795,16.188,13.4702,10.4306,9.1995,6.2367,3.1942,1.6632,1.4894,0.924,0.6708,0.7732717203255373
5,1996-08-04,104-08,37.0567,130.3117,22.8131,22.8131,22.8131,17.2487,10.8769,5.4938,5.4938,5.4938,4.0805,1.5177,0.8776,0.7137,0.5976,0.4474,0.5518354891961338
6,1994-08-19,104-08,37.0567,130.3117,26.6871,24.7366,22.8378,16.2321,14.965,14.8532,7.3694,5.8714,4.0509,2.619,1.9354,1.6315,1.1585,0.7839,0.7254821711871305
7,2007-08-17,104-08,37.0567,130.3117,26.0713,18.8667,14.7896,13.295,13.295,10.1743,9.4649,7.8697,6.2016,3.6656,3.0188,1.7433,1.0603,0.8621,0.6818278278598251
8,2007-08-17,104-08,37.0567,130.3117,25.9748,25.9748,24.936,19.6646,14.2396,11.3925,7.3869,3.7847,1.9339,1.05,0.8631,0.66,0.49,0.4257,0.6507658355729886
9,1999-08-29,104-08,37.0567,130.3117,24.5274,24.2493,21.963,19.2445,16.2547,14.8224,12.4547,10.441,7.5858,2.1879,1.2777,0.8886,0.7193,0.542,0.7668918435407512
10,2011-08-28,104-08,37.0567,130.3117,27.0142,22.2997,19.0781,16.6642,16.2115,15.5211,14.2519,12.2681,10.63,9.157,5.6442,2.335,1.3596,0.8885,0.8026114464313794
